Date,AQI,CO,Ozone,SO2,PM10,PM25,NO2
12/6/05,94,19,43,9,51,94,56
12/7/05,50,23,41,11,38,.,50
12/8/05,44,19,37,7,22,44,43
12/9/05,46,10,44,6,29,46,42
12/10/05,57,14,42,17,27,.,57
12/11/05,52,22,44,19,24,52,51
12/12/05,84,24,44,17,57,84,54
12/13/05,124,23,44,7,30,124,64
12/14/05,123,28,41,7,28,123,78
12/15/05,114,20,43,9,51,114,57
12/16/05,115,19,42,10,32,115,54
12/17/05,103,14,43,3,26,103,55
12/18/05,103,15,42,3,60,103,47
12/19/05,88,25,39,7,34,88,56
12/20/05,58,24,39,6,45,48,58
12/21/05,123,25,38,21,69,123,57
12/22/05,84,28,36,7,30,84,78
12/23/05,65,20,39,7,20,65,55
12/24/05,92,17,41,4,44,92,85
12/25/05,117,22,46,14,54,117,42
12/26/05,96,11,48,4,44,96,43
12/27/05,115,20,44,7,54,115,45
12/28/05,121,23,42,7,38,121,60
12/29/05,98,19,40,4,8,98,48
12/30/05,111,17,43,6,56,111,51
12/31/05,42,20,35,3,30,.,42
1/1/06,44,13,44,1,9,.,30
1/2/06,59,6,41,3,51,59,25
1/3/06,56,16,40,4,16,56,44
1/4/06,46,19,43,7,19,.,46
1/5/06,71,13,43,7,43,71,42
1/6/06,49,20,44,7,35,42,49
1/7/06,67,20,47,3,17,67,49
1/8/06,92,18,44,3,46,92,50
1/9/06,50,14,42,7,20,14,50
1/10/06,44,17,44,13,33,.,44
1/11/06,78,22,43,10,62,78,55
1/12/06,69,23,41,11,30,.,69
1/13/06,55,16,47,9,34,.,55
1/14/06,83,17,46,6,35,83,42
1/15/06,41,7,41,1,15,34,35
1/16/06,49,10,44,7,21,16,49
1/17/06,64,19,41,7,55,64,57
1/18/06,81,22,39,6,81,78,50
1/19/06,43,14,42,3,10,.,43
1/20/06,57,17,42,11,49,57,52
1/21/06,43,18,43,7,29,36,42
1/22/06,44,17,44,6,19,.,35
1/23/06,81,6,47,3,81,35,41
1/24/06,71,15,45,11,31,.,71
1/25/06,57,14,44,9,36,53,57
1/26/06,74,11,51,3,44,74,45
1/27/06,72,15,44,3,16,72,42
1/28/06,85,16,44,4,16,85,47
1/29/06,111,14,48,3,54,111,52
1/30/06,142,18,50,7,29,142,80
1/31/06,132,13,46,9,31,132,54
2/1/06,122,20,49,10,64,122,74
2/2/06,119,23,45,6,23,119,63
2/3/06,116,24,46,7,25,116,89
2/4/06,155,22,54,4,69,155,89
2/5/06,66,20,46,9,22,57,66
2/6/06,58,11,49,10,29,25,58
2/7/06,65,11,45,9,48,49,65
2/8/06,51,18,44,14,44,35,51
2/9/06,74,19,44,11,43,74,68
2/10/06,112,19,43,9,85,112,79
2/11/06,87,20,46,7,34,67,87
2/12/06,63,15,47,10,31,28,63
2/13/06,61,20,44,26,61,55,58
2/14/06,80,18,80,10,59,64,52
2/15/06,101,7,50,9,101,.,37
2/16/06,53,8,47,7,41,53,53
2/17/06,53,15,50,7,34,51,53
2/18/06,44,8,44,3,9,28,36
2/19/06,43,9,43,3,39,41,32
2/20/06,60,17,50,4,15,60,50
2/21/06,62,17,46,3,16,62,46
2/22/06,77,17,47,10,51,77,56
2/23/06,65,20,46,16,32,.,65
2/24/06,92,22,49,7,26,92,69
2/25/06,131,18,93,7,65,131,76
2/26/06,84,19,84,4,22,83,62
2/27/06,71,18,71,6,26,64,67
2/28/06,54,9,54,6,17,43,38
3/1/06,54,14,54,7,12,47,42
3/2/06,67,14,67,9,19,57,42
3/3/06,62,8,50,7,47,62,41
3/4/06,59,10,58,6,10,59,57
3/5/06,84,14,77,6,15,84,57
3/6/06,96,14,74,6,41,96,57
3/7/06,47,7,47,6,16,39,27
3/8/06,48,9,48,4,7,39,41
3/9/06,63,10,44,6,45,63,33
3/10/06,48,6,48,6,10,24,32
3/11/06,49,6,49,6,6,32,39
3/12/06,54,8,44,7,18,54,34
3/13/06,57,13,49,4,12,57,42
3/14/06,65,16,61,6,20,65,50
3/15/06,67,10,67,4,28,60,42
3/16/06,71,13,71,6,26,61,47
3/17/06,57,9,51,7,18,57,44
3/18/06,45,7,45,4,21,33,25
3/19/06,46,7,46,6,8,40,30
3/20/06,49,7,49,9,19,40,45
3/21/06,46,8,46,6,19,37,38
3/22/06,61,13,61,7,17,54,57
3/23/06,61,17,54,9,18,53,61
3/24/06,80,17,80,6,60,72,62
3/25/06,90,18,90,9,56,66,57
3/26/06,58,7,58,4,12,42,48
3/27/06,84,9,84,11,43,68,65
3/28/06,46,7,45,6,7,46,41
3/29/06,48,10,48,7,8,23,37
3/30/06,74,8,74,7,31,48,38
3/31/06,48,8,48,6,14,43,39
4/1/06,49,7,49,10,10,33,37
4/2/06,74,13,74,7,30,66,49
4/3/06,72,14,38,6,16,72,54
4/4/06,51,11,51,6,32,34,29
4/5/06,51,5,51,3,47,28,35
4/6/06,71,9,71,4,11,42,62
4/7/06,97,14,97,6,19,71,44
4/8/06,90,11,90,47,32,67,45
4/9/06,93,9,93,6,13,52,40
4/10/06,49,7,49,3,11,36,30
4/11/06,50,7,50,4,27,41,42
4/12/06,77,14,77,4,20,59,47
4/13/06,56,15,44,10,15,52,56
4/14/06,65,10,46,7,65,46,39
4/15/06,58,6,58,7,9,30,34
4/16/06,58,6,58,10,36,30,37
4/17/06,100,7,100,9,66,38,42
4/18/06,84,9,84,6,14,23,56
4/19/06,80,13,80,7,23,45,63
4/20/06,115,15,115,7,53,73,56
4/21/06,100,11,100,17,36,71,64
4/22/06,50,6,50,6,22,33,23
4/23/06,64,6,64,4,43,30,49
4/24/06,67,8,67,6,19,52,41
4/25/06,100,13,100,7,28,60,43
4/26/06,74,7,74,3,44,44,28
4/27/06,77,7,77,4,21,42,42
4/28/06,93,8,93,17,22,71,44
4/29/06,147,8,147,3,60,122,44
4/30/06,159,11,159,4,29,127,46
5/1/06,154,10,154,10,31,152,60
5/2/06,149,10,122,9,56,149,50
5/3/06,119,8,119,7,30,70,40
5/4/06,71,6,71,7,23,55,25
5/5/06,87,7,87,6,57,77,36
5/6/06,126,7,126,7,28,102,56
5/7/06,169,8,169,7,35,120,44
5/8/06,169,11,169,6,58,139,60
5/9/06,140,10,140,7,35,98,49
5/10/06,146,13,136,6,38,146,64
5/11/06,164,14,164,7,75,155,70
5/12/06,185,10,185,4,46,143,62
5/13/06,177,9,177,7,33,.,52
5/14/06,203,9,203,4,43,103,61
5/15/06,179,10,179,3,41,.,65
5/16/06,154,9,154,7,39,.,68
5/17/06,169,11,169,4,75,152,61
5/18/06,190,10,190,4,45,152,52
5/19/06,156,13,156,7,56,96,57
5/20/06,115,9,115,11,35,93,48
5/21/06,71,9,58,3,23,71,38
5/22/06,61,8,61,7,17,24,27
5/23/06,93,9,93,11,33,61,49
5/24/06,129,14,129,6,27,61,50
5/25/06,166,10,166,9,31,66,49
5/26/06,147,8,147,9,72,80,44
5/27/06,112,9,112,13,75,45,36
5/28/06,105,11,105,6,14,26,43
5/29/06,147,14,147,6,44,54,45
5/30/06,150,15,150,9,33,.,69
5/31/06,169,15,169,6,36,.,63
6/1/06,200,10,200,7,55,74,81
6/2/06,182,11,182,6,39,55,64
6/3/06,227,15,227,6,24,64,51
6/4/06,222,13,222,4,62,81,58
6/5/06,190,6,190,9,35,89,53
6/6/06,116,8,112,4,38,116,51
6/7/06,150,8,150,4,55,118,61
6/8/06,161,10,161,4,64,.,67
6/9/06,136,7,136,9,38,.,60
6/10/06,172,5,172,9,67,67,40
6/11/06,151,6,151,14,31,57,47
6/12/06,147,5,147,4,25,51,39
6/13/06,112,6,112,10,38,36,36
6/14/06,140,10,140,6,57,59,46
6/15/06,147,6,147,6,52,55,50
6/16/06,150,8,150,6,73,82,47
6/17/06,205,11,205,6,31,63,60
6/18/06,192,7,192,6,31,63,46
6/19/06,166,8,166,6,50,81,42
6/20/06,174,7,174,10,31,83,50
6/21/06,208,9,208,6,34,.,68
6/22/06,212,9,212,4,71,106,78
6/23/06,209,10,209,4,37,.,64
6/24/06,204,14,204,9,48,89,56
6/25/06,207,13,207,4,62,87,58
6/26/06,122,15,122,4,37,77,86
6/27/06,119,16,119,6,49,66,90
6/28/06,147,14,147,4,73,86,57
6/29/06,190,11,190,6,27,58,62
6/30/06,197,11,197,6,27,.,81
7/1/06,215,10,215,4,64,66,73
7/2/06,202,13,202,4,24,60,47
7/3/06,164,9,164,4,28,58,46
7/4/06,133,9,133,6,61,97,36
7/5/06,159,9,159,4,28,110,43
7/6/06,172,9,172,9,28,61,50
7/7/06,187,13,187,6,68,69,76
7/8/06,203,9,203,6,61,160,61
7/9/06,197,9,197,4,21,58,52
7/10/06,161,8,161,6,58,94,54
7/11/06,143,9,143,6,55,62,53
7/12/06,161,11,161,11,43,50,56
7/13/06,185,11,185,7,59,58,61
7/14/06,182,13,182,7,29,56,71
7/15/06,232,13,232,4,25,64,71
7/16/06,197,8,197,4,180,81,42
7/17/06,119,6,119,4,35,57,45
7/18/06,205,9,205,6,33,57,48
7/19/06,214,8,214,4,50,72,53
7/20/06,207,9,207,9,40,56,49
7/21/06,204,8,204,4,40,60,73
7/22/06,207,10,207,4,73,94,54
7/23/06,187,7,187,4,27,68,48
7/24/06,226,8,226,4,40,70,77
7/25/06,239,8,239,4,58,80,69
7/26/06,174,9,174,3,40,62,57
7/27/06,164,8,164,3,33,57,42
7/28/06,133,6,133,3,73,63,35
7/29/06,87,6,87,3,21,38,22
7/30/06,64,5,64,3,16,46,20
7/31/06,84,6,50,6,84,42,23
8/1/06,71,5,71,3,21,33,25
8/2/06,140,6,140,3,25,51,38
8/3/06,108,6,108,4,54,77,52
8/4/06,143,6,143,9,37,52,46
8/5/06,164,7,164,21,21,52,42
8/6/06,161,6,161,4,46,63,41
8/7/06,133,6,133,4,29,74,39
8/8/06,192,11,192,6,31,59,60
8/9/06,166,13,166,7,64,83,72
8/10/06,151,11,151,6,49,57,78
8/11/06,154,10,154,4,63,56,50
8/12/06,169,7,169,9,55,70,45
8/13/06,161,6,161,4,27,67,52
8/14/06,154,7,154,6,80,72,62
8/15/06,164,7,164,6,62,84,49
8/16/06,156,7,156,7,33,78,54
8/17/06,143,9,143,6,30,61,57
8/18/06,129,11,129,6,57,76,63
8/19/06,179,10,179,4,19,81,42
8/20/06,182,8,182,7,21,79,54
8/21/06,174,11,174,6,66,98,65
8/22/06,177,13,177,6,36,64,80
8/23/06,185,13,185,7,47,63,98
8/24/06,129,16,129,9,62,68,68
8/25/06,108,10,108,6,43,54,55
8/26/06,150,11,150,7,21,55,47
8/27/06,190,14,190,6,61,73,53
8/28/06,195,18,195,6,37,61,70
8/29/06,172,18,172,6,37,.,79
8/30/06,156,14,156,14,62,80,91
8/31/06,136,13,136,6,31,70,65
9/1/06,143,13,143,6,35,70,69
9/2/06,197,11,197,6,80,88,64
9/3/06,143,11,143,3,30,57,52
9/4/06,192,9,192,4,29,56,49
9/5/06,140,11,140,9,62,56,64
9/6/06,108,11,108,6,41,54,66
9/7/06,154,9,154,6,39,56,55
9/8/06,105,6,105,13,50,83,62
9/9/06,126,6,126,9,48,70,37
9/10/06,136,8,136,6,21,64,54
9/11/06,74,14,74,7,63,73,70
9/12/06,156,15,156,7,43,67,65
9/13/06,159,15,159,6,45,62,86
9/14/06,129,5,129,10,72,77,39
9/15/06,115,5,58,7,115,38,28
9/16/06,71,8,71,4,30,40,49
9/17/06,112,9,112,6,54,52,49
9/18/06,93,11,93,9,35,64,68
9/19/06,147,16,147,7,44,70,67
9/20/06,80,13,74,7,74,80,57
9/21/06,112,10,112,7,49,52,65
9/22/06,58,6,58,4,27,51,31
9/23/06,60,8,49,6,60,44,34
9/24/06,71,9,71,7,22,43,49
9/25/06,78,14,64,7,32,65,78
9/26/06,106,14,84,6,67,106,69
9/27/06,84,14,49,7,45,81,84
9/28/06,102,15,48,7,35,72,102
9/29/06,163,18,77,7,78,163,76
9/30/06,101,15,101,10,35,100,79
10/1/06,108,13,87,6,35,108,54
10/2/06,84,13,44,6,58,84,51
10/3/06,48,13,36,7,24,40,48
10/4/06,48,10,48,6,22,.,48
10/5/06,56,11,48,7,44,56,49
10/6/06,44,6,44,4,19,.,34
10/7/06,67,7,67,9,20,.,55
10/8/06,98,13,84,6,59,98,48
10/9/06,105,7,64,3,35,105,55
10/10/06,90,7,90,4,24,85,51
10/11/06,94,15,77,10,61,94,55
10/12/06,64,11,64,6,38,60,49
10/13/06,44,6,44,6,23,26,37
10/14/06,61,6,46,3,35,61,33
10/15/06,54,5,54,3,12,52,42
10/16/06,70,7,47,6,24,70,42
10/17/06,56,7,46,4,31,56,36
10/18/06,46,8,45,6,21,13,46
10/19/06,54,15,45,13,31,39,54
10/20/06,91,17,44,10,75,91,71
10/21/06,71,18,71,7,29,55,70
10/22/06,61,13,61,11,28,36,56
10/23/06,84,17,51,10,35,61,84
10/24/06,102,18,64,9,42,102,53
10/25/06,93,14,93,9,52,.,54
10/26/06,149,11,67,17,149,86,57
10/27/06,56,18,50,10,56,54,56
10/28/06,77,16,77,13,41,58,70
10/29/06,140,19,140,9,45,103,52
10/30/06,112,8,112,4,39,75,49
10/31/06,97,8,97,7,38,93,60
11/1/06,145,17,105,10,86,145,93
11/2/06,90,22,90,7,79,.,87
11/3/06,112,20,61,7,27,112,72
11/4/06,69,16,44,4,39,69,65
11/5/06,53,10,44,7,49,27,53
11/6/06,58,11,44,13,42,22,58
11/7/06,81,17,43,11,79,59,81
11/8/06,80,22,80,11,44,79,67
11/9/06,120,14,51,3,37,120,56
11/10/06,85,16,50,6,44,85,63
11/11/06,77,19,77,7,41,63,44
11/12/06,45,9,45,7,19,.,43
11/13/06,69,18,48,9,69,65,63
11/14/06,107,17,48,4,107,.,48
11/15/06,49,17,48,7,36,48,49
11/16/06,77,19,48,10,62,77,76
11/17/06,100,24,48,10,26,.,100
11/18/06,108,26,47,9,28,108,77
11/19/06,68,20,45,9,63,68,64
11/20/06,79,18,51,11,49,.,79
11/21/06,71,20,51,10,31,.,71
11/22/06,96,20,51,6,66,96,69
11/23/06,110,23,39,6,19,110,67
11/24/06,148,16,45,4,25,148,51
11/25/06,112,13,58,3,47,112,47
11/26/06,71,14,58,4,23,71,46
11/27/06,95,9,43,7,95,55,38
11/28/06,64,10,40,4,64,49,41
11/29/06,46,10,46,11,30,.,44
11/30/06,47,11,47,11,24,23,44
12/1/06,78,18,44,10,72,78,61
12/2/06,45,17,45,21,34,.,44
12/3/06,44,11,44,14,23,20,42
12/4/06,78,15,44,17,48,78,49
12/5/06,58,20,43,13,51,.,58
12/6/06,89,26,43,10,57,89,73
12/7/06,84,27,43,11,63,84,55
12/8/06,56,18,50,10,48,56,48
12/9/06,79,10,51,9,46,79,64
12/10/06,41,7,40,4,41,33,24
12/11/06,54,13,41,7,19,54,42
12/12/06,47,18,40,7,16,.,47
12/13/06,84,20,37,10,59,84,57
12/14/06,102,22,36,9,27,102,65
12/15/06,68,24,42,9,32,.,68
12/16/06,72,11,41,4,62,72,33
12/17/06,40,15,40,7,8,.,34
12/18/06,37,16,37,4,17,.,37
12/19/06,66,16,40,10,37,66,44
12/20/06,46,22,41,7,38,.,46
12/21/06,51,22,39,11,34,.,51
12/22/06,91,23,43,10,51,91,43
12/23/06,44,15,44,4,21,.,41
12/24/06,40,16,40,14,29,.,37
12/25/06,91,22,42,6,58,91,42
12/26/06,50,22,41,6,32,.,50
12/27/06,74,23,35,6,74,.,46
12/28/06,65,11,35,6,65,48,33
12/29/06,42,10,37,7,32,13,42
12/30/06,45,16,40,10,27,.,45
12/31/06,158,19,42,13,55,158,52
1/1/07,78,19,41,7,12,78,36
1/2/07,58,15,42,4,22,.,58
1/3/07,67,19,42,7,55,67,47
1/4/07,156,23,41,10,47,156,51
1/5/07,42,8,42,9,24,14,27
1/6/07,64,14,41,7,52,64,43
1/7/07,58,14,44,6,20,13,58
1/8/07,47,13,44,11,35,12,47
1/9/07,56,18,42,10,51,56,51
1/10/07,111,20,44,9,36,111,51
1/11/07,66,16,46,10,50,66,42
1/12/07,50,10,41,7,24,50,39
1/13/07,44,11,44,3,19,.,40
1/14/07,52,11,42,11,18,.,52
1/15/07,55,13,44,4,53,23,55
1/16/07,51,15,44,10,28,.,51
1/17/07,53,18,44,14,31,.,53
1/18/07,67,16,43,7,54,56,67
1/19/07,53,10,40,7,28,24,53
1/20/07,47,16,41,13,26,.,47
1/21/07,61,18,41,6,61,48,41
1/22/07,44,10,44,4,19,11,44
1/23/07,50,17,41,9,39,.,50
1/24/07,102,25,43,13,70,102,61
1/25/07,57,19,45,9,40,.,57
1/26/07,64,22,46,11,31,.,64
1/27/07,77,11,46,9,64,77,42
1/28/07,69,14,49,6,18,69,45
1/29/07,89,20,50,7,30,89,66
1/30/07,84,17,46,6,33,84,61
1/31/07,60,8,40,4,60,.,42
2/1/07,72,9,43,10,72,.,44
2/2/07,85,17,46,7,72,85,56
2/3/07,75,19,45,13,33,75,54
2/4/07,112,20,112,11,31,36,46
2/5/07,112,19,112,10,60,60,65
2/6/07,115,19,115,10,77,.,60
2/7/07,140,18,140,10,79,114,81
2/8/07,115,18,115,9,79,112,71
2/9/07,122,18,122,9,75,.,82
2/10/07,108,22,44,7,30,108,80
2/11/07,77,8,40,4,55,77,31
2/12/07,44,9,44,3,11,.,34
2/13/07,136,9,136,4,35,13,36
2/14/07,133,15,133,7,53,62,52
2/15/07,122,17,122,6,24,63,57
2/16/07,129,18,129,9,24,.,62
2/17/07,83,13,43,6,83,52,43
2/18/07,54,17,49,11,25,33,54
2/19/07,42,7,42,3,8,21,35
2/20/07,151,11,151,9,46,62,41
2/21/07,122,14,122,6,19,77,66
2/22/07,126,9,126,3,36,40,46
2/23/07,143,10,143,7,80,43,41
2/24/07,126,14,126,9,11,38,51
2/25/07,89,16,46,10,89,56,42
2/26/07,129,9,129,23,59,73,28
2/27/07,140,5,140,4,80,17,23
2/28/07,133,10,133,20,68,20,41
3/1/07,66,11,47,10,66,53,54
3/2/07,52,9,46,9,24,.,52
3/3/07,50,9,48,7,13,13,50
3/4/07,57,9,49,7,57,29,47
3/5/07,67,13,67,9,26,40,64
3/6/07,80,16,80,10,29,53,60
3/7/07,73,15,45,6,73,57,55
3/8/07,74,16,74,10,29,64,54
3/9/07,80,11,80,9,36,76,64
3/10/07,105,16,67,10,61,105,68
3/11/07,84,13,84,6,25,43,58
3/12/07,87,24,87,10,33,54,63
3/13/07,129,33,129,10,58,63,63
3/14/07,105,13,105,7,33,83,53
3/15/07,119,17,119,7,37,108,78
3/16/07,153,18,97,9,82,153,95
3/17/07,143,15,143,6,31,122,71
3/18/07,133,8,133,4,32,118,51
3/19/07,97,8,97,6,62,97,43
3/20/07,85,8,44,6,53,85,39
3/21/07,40,10,40,4,10,33,34
3/22/07,128,16,42,6,128,41,38
3/23/07,45,13,45,6,20,40,42
3/24/07,77,10,77,7,20,.,43
3/25/07,115,11,115,4,59,101,43
3/26/07,93,7,93,7,36,.,47
3/27/07,142,6,46,6,142,.,25
3/28/07,49,9,49,9,35,37,37
3/29/07,49,9,49,6,26,.,42
3/30/07,60,11,58,7,30,.,60
3/31/07,133,11,133,9,72,64,66
4/1/07,151,18,151,11,23,72,45
4/2/07,112,20,112,10,28,77,61
4/3/07,100,13,100,7,49,90,60
4/4/07,122,17,122,6,36,.,64
4/5/07,129,15,129,6,40,.,65
4/6/07,115,13,115,4,102,104,68
4/7/07,108,14,108,3,53,69,38
4/8/07,78,14,58,3,55,78,22
4/9/07,74,14,74,3,62,72,34
4/10/07,93,14,93,6,38,57,38
4/11/07,90,17,90,7,78,56,43
4/12/07,205,14,51,4,205,61,37
4/13/07,55,16,51,6,55,.,43
4/14/07,100,22,100,7,62,43,45
4/15/07,64,14,64,6,32,57,22
4/16/07,74,14,74,4,19,55,39
4/17/07,100,19,100,11,33,68,46
4/18/07,80,15,80,6,65,54,36
4/19/07,105,19,105,11,28,33,53
4/20/07,93,15,93,4,11,24,34
4/21/07,80,17,80,6,25,77,40
4/22/07,77,18,77,6,17,.,30
4/23/07,58,16,58,6,13,.,37
4/24/07,66,22,51,10,52,66,45
4/25/07,136,11,136,9,47,59,50
4/26/07,129,19,129,6,41,66,65
4/27/07,84,25,84,10,62,82,68
4/28/07,143,23,143,7,51,93,54
4/29/07,182,23,182,9,45,108,45
4/30/07,126,19,122,7,65,126,44
5/1/07,107,16,97,6,52,107,46
5/2/07,151,6,64,14,151,64,32
5/3/07,80,6,80,6,79,51,41
5/4/07,122,7,122,7,109,35,41
5/5/07,115,6,115,4,52,47,25
5/6/07,74,7,74,3,56,51,46
5/7/07,90,10,90,4,40,30,57
5/8/07,100,13,100,7,28,40,56
5/9/07,174,14,174,7,58,66,61
5/10/07,136,14,136,9,94,58,70
5/11/07,129,10,129,7,65,54,51
5/12/07,133,9,133,6,62,99,46
5/13/07,169,8,169,9,58,83,37
5/14/07,150,8,150,6,73,80,46
5/15/07,147,7,147,4,55,92,69
5/16/07,122,7,122,4,64,107,63
5/17/07,151,8,151,6,47,124,71
5/18/07,152,8,150,7,70,152,66
5/19/07,179,9,179,4,40,136,46
5/20/07,200,8,200,9,55,103,47
5/21/07,126,6,126,6,67,58,28
5/22/07,105,5,105,6,58,59,31
5/23/07,84,6,84,4,49,67,48
5/24/07,129,9,129,11,63,73,51
5/25/07,156,7,156,4,56,.,61
5/26/07,177,6,177,11,50,.,53
5/27/07,164,6,164,7,51,91,51
5/28/07,159,5,159,4,44,.,35
5/29/07,166,5,166,4,73,.,53
5/30/07,166,8,166,7,62,95,54
5/31/07,126,7,126,4,66,91,49
6/1/07,151,9,151,11,59,92,56
6/2/07,192,8,192,7,55,90,57
6/3/07,169,6,169,13,44,93,42
6/4/07,179,7,179,16,35,112,50
6/5/07,145,7,90,11,145,87,42
6/6/07,135,5,67,9,135,31,28
6/7/07,61,5,61,6,47,41,41
6/8/07,129,8,129,11,54,60,46
6/9/07,159,5,159,9,45,68,53
6/10/07,172,6,172,9,35,70,64
6/11/07,166,6,166,20,61,95,52
6/12/07,164,8,164,6,77,81,60
6/13/07,169,10,169,7,62,75,63
6/14/07,192,10,192,6,80,69,67
6/15/07,179,10,179,16,86,52,61
6/16/07,161,8,161,14,86,48,42
6/17/07,133,7,133,9,56,72,30
6/18/07,164,7,164,16,74,66,54
6/19/07,143,8,143,14,60,.,53
6/20/07,101,10,101,9,61,60,54
6/21/07,147,13,147,9,67,59,66
6/22/07,200,10,200,13,91,.,62
6/23/07,208,9,208,11,61,76,58
6/24/07,197,8,197,9,56,64,31
6/25/07,156,8,156,6,76,63,46
6/26/07,166,11,166,9,90,69,66
6/27/07,195,10,195,7,74,60,51
6/28/07,182,9,182,11,86,58,61
6/29/07,195,10,195,11,71,75,57
6/30/07,220,11,220,7,60,65,66
7/1/07,234,10,234,10,53,63,42
7/2/07,227,11,227,7,67,68,69
7/3/07,232,11,232,7,63,60,70
7/4/07,222,10,222,7,55,79,56
7/5/07,228,11,228,7,101,163,67
7/6/07,195,8,195,10,93,73,62
7/7/07,201,8,201,4,131,77,46
7/8/07,174,7,174,6,76,68,42
7/9/07,143,6,143,7,86,66,29
7/10/07,119,6,119,6,35,62,38
7/11/07,105,6,105,3,55,78,37
7/12/07,105,7,105,9,101,40,42
7/13/07,174,7,174,6,91,59,49
7/14/07,177,9,177,6,75,67,57
7/15/07,140,6,140,4,59,50,34
7/16/07,156,6,156,9,115,65,38
7/17/07,179,6,179,7,79,103,47
7/18/07,133,7,133,6,92,.,43
7/19/07,119,8,119,7,32,41,42
7/20/07,164,8,164,6,90,57,45
7/21/07,166,7,166,10,55,61,53
7/22/07,182,6,182,7,37,68,42
7/23/07,159,7,159,3,65,73,45
7/24/07,237,6,177,6,237,58,56
7/25/07,159,7,159,3,76,.,47
7/26/07,133,7,133,4,72,59,43
7/27/07,161,8,161,4,47,.,49
7/28/07,164,8,164,4,60,40,37
7/29/07,192,5,192,3,52,52,56
7/30/07,197,7,197,4,60,52,58
7/31/07,172,6,172,4,63,60,69
8/1/07,136,7,136,3,60,85,51
8/2/07,197,6,197,3,81,71,53
8/3/07,201,7,201,3,68,63,55
8/4/07,210,6,210,6,57,63,46
8/5/07,161,3,161,4,81,58,39
8/6/07,100,5,100,3,92,59,42
8/7/07,84,6,84,4,48,60,37
8/8/07,143,8,143,6,66,45,43
8/9/07,156,7,156,6,112,59,53
8/10/07,192,7,192,3,73,80,51
8/11/07,220,8,220,9,59,77,56
8/12/07,208,8,208,9,36,62,53
8/13/07,156,9,156,13,90,59,55
8/14/07,115,9,115,7,91,.,53
8/15/07,192,9,192,4,47,.,64
8/16/07,169,10,169,4,71,94,60
8/17/07,166,10,166,4,52,.,69
8/18/07,140,9,140,4,50,.,43
8/19/07,154,8,154,7,62,72,46
8/20/07,182,13,182,7,29,.,62
8/21/07,195,14,195,6,74,.,68
8/22/07,202,10,202,10,63,76,52
8/23/07,159,7,159,7,64,66,46
8/24/07,164,7,164,6,59,81,47
8/25/07,169,8,169,4,95,79,45
8/26/07,140,8,140,3,31,51,48
8/27/07,122,9,122,3,27,42,47
8/28/07,108,9,108,4,64,57,57
8/29/07,112,13,112,7,55,54,62
8/30/07,133,10,133,3,39,58,72
8/31/07,179,11,179,10,26,63,56
9/1/07,208,11,208,7,36,59,62
9/2/07,179,9,179,9,91,55,60
9/3/07,182,10,182,7,71,59,48
9/4/07,126,8,126,7,24,.,62
9/5/07,101,8,101,4,51,51,39
9/6/07,87,6,87,7,55,55,44
9/7/07,97,7,97,11,58,52,47
9/8/07,133,8,133,4,71,48,47
9/9/07,156,6,156,4,55,59,40
9/10/07,67,10,67,4,23,43,49
9/11/07,101,14,101,11,46,53,58
9/12/07,90,17,90,6,64,54,61
9/13/07,97,13,97,9,37,49,72
9/14/07,101,11,101,6,38,54,60
9/15/07,126,14,126,6,67,126,52
9/16/07,122,13,122,4,73,53,45
9/17/07,101,7,101,3,53,50,31
9/18/07,122,10,122,10,68,69,46
9/19/07,126,8,126,7,62,58,45
9/20/07,61,7,61,3,42,25,31
9/21/07,45,10,45,4,39,33,39
9/22/07,45,9,45,3,40,16,27
9/23/07,61,6,61,3,19,38,39
9/24/07,105,8,105,4,30,64,53
9/25/07,108,11,108,6,31,.,53
9/26/07,105,15,105,6,40,.,67
9/27/07,143,15,143,14,64,80,62
9/28/07,100,6,100,3,72,65,42
9/29/07,74,6,74,3,53,41,37
9/30/07,84,8,84,4,31,52,41
10/1/07,58,11,58,6,52,43,42
10/2/07,77,11,77,9,32,47,62
10/3/07,65,14,58,7,65,62,49
10/4/07,67,10,67,10,58,55,56
10/5/07,96,6,54,9,96,31,26
10/6/07,46,6,46,4,30,24,30
10/7/07,51,6,51,3,18,15,42
10/8/07,58,11,58,6,50,34,50
10/9/07,72,13,61,6,72,66,57
10/10/07,84,10,84,6,49,57,45
10/11/07,100,9,100,4,39,64,51
10/12/07,93,7,93,3,77,59,43
10/13/07,68,7,54,3,68,55,31
10/14/07,92,7,49,9,19,92,56
10/15/07,128,8,77,4,57,128,51
10/16/07,161,6,49,3,161,80,36
10/17/07,122,7,44,3,122,43,35
10/18/07,60,13,58,4,50,60,58
10/19/07,79,15,44,6,51,53,79
10/20/07,113,15,71,6,113,62,48
10/21/07,1108,8,44,3,1108,78,33
10/22/07,46,6,46,4,15,32,34
10/23/07,90,10,90,4,21,57,44
10/24/07,160,26,61,7,66,160,54
10/25/07,137,18,93,10,86,137,86
10/26/07,161,20,115,7,70,161,76
10/27/07,131,23,105,6,94,131,65
10/28/07,77,24,58,9,48,77,49
10/29/07,66,17,50,9,61,66,54
10/30/07,62,8,48,4,53,62,45
10/31/07,83,15,51,7,37,83,82
11/1/07,124,16,64,7,42,124,70
11/2/07,153,13,45,7,73,153,90
11/3/07,66,13,58,4,33,66,61
